MSMEG_0049c	R	R	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily
MSMEG_0053c	D	DN	COG0455	MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase
MSMEG_0054	V	V	COG3415	CRISPR-associated protein Csa3, CARF domain
MSMEG_0059	M	MDT	COG0464	AAA+-type ATPase, SpoVK/Ycf46/Vps4 family
MSMEG_0061	D	D	COG1674	DNA segregation ATPase FtsK/SpoIIIE or related protein
MSMEG_0062	D	D	COG1674	DNA segregation ATPase FtsK/SpoIIIE or related protein
MSMEG_0064	S	S	COG5651	PPE-repeat protein
MSMEG_0066	V	V	COG4842	Secreted virulence factor YukE/EsxA, WXG100 family
MSMEG_0067	D	DN	COG0455	MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase
MSMEG_0074	X	X	COG5421	Transposase
MSMEG_0081c	K	K	COG0718	DNA-binding nucleoid-associated protein YbaB/EfbC
MSMEG_0083c	O	O	COG1404	Serine protease, subtilisin family
MSMEG_0084c	T	TG	COG1925	HPr or related phosphotransfer protein
MSMEG_0085c	G	G	COG1299	Phosphotransferase system, fructose-specific IIC component
MSMEG_0085c	G	G	COG1445	Phosphotransferase system fructose-specific component IIB
MSMEG_0085c	G	GT	COG1762	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
MSMEG_0086c	G	G	COG1105	1-phosphofructokinase or 6-phosphofructokinase II
MSMEG_0087c	K	KG	COG1349	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family
MSMEG_0088	G	G	COG1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)
MSMEG_0089	R	R	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily
MSMEG_0090c	S	S	COG1289	Uncharacterized membrane protein YccC
MSMEG_0091c	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0092	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0093	Q	Q	COG3315	O-Methyltransferase involved in polyketide biosynthesis
MSMEG_0095	Q	Q	COG3315	O-Methyltransferase involved in polyketide biosynthesis
MSMEG_0096	I	I	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
MSMEG_0097	C	CR	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase
MSMEG_0098	H	H	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG
MSMEG_0100c	T	T	COG2365	Protein tyrosine/serine phosphatase Oca4
MSMEG_0101	R	R	COG2353	Polyisoprenoid-binding periplasmic protein YceI
MSMEG_0102c	I	I	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
MSMEG_0103c	G	G	COG2814	Predicted arabinose efflux permease AraJ, MFS family
MSMEG_0104c	K	K	COG0583	DNA-binding transcriptional regulator, LysR family
MSMEG_0105	T	TK	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains
MSMEG_0106	T	T	COG4585	Signal transduction histidine kinase ComP
MSMEG_0107c	M	M	COG1316	Anionic cell wall polymer biosynthesis enzyme TagV/TagU,  LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase)
MSMEG_0108c	I	I	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
MSMEG_0109c	C	C	COG1282	NAD/NADP transhydrogenase beta subunit
MSMEG_0110c	C	C	COG3288	NAD/NADP transhydrogenase alpha subunit
MSMEG_0110c	C	C	COG3288	NAD/NADP transhydrogenase alpha subunit
MSMEG_0111c	P	P	COG0598	Mg2+ and Co2+ transporter CorA
MSMEG_0113	P	P	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
MSMEG_0114	P	P	COG4521	ABC-type taurine transport system, periplasmic component
MSMEG_0115c	H	H	COG1011	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)
MSMEG_0116	P	P	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
MSMEG_0117c	H	HR	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold
MSMEG_0118	R	R	COG5516	Uncharacterized conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding
MSMEG_0120	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0121	I	I	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
MSMEG_0122	C	C	COG3181	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC
MSMEG_0124c	K	K	COG2186	DNA-binding transcriptional regulator, FadR family
MSMEG_0125	R	R	COG3333	TctA family transporter
MSMEG_0126c	M	MR	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily
MSMEG_0127c	C	C	COG1062	Zn-dependent alcohol/formaldehyde dehydrogenase
MSMEG_0128	I	I	COG0824	Acyl-CoA thioesterase FadM
MSMEG_0129	J	J	COG2867	Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module
MSMEG_0130c	K	K	COG1802	DNA-binding transcriptional regulator, GntR family
MSMEG_0131	I	I	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)
MSMEG_0132	M	M	COG0767	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0133	M	M	COG0767	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0134	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0135	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0136	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0137	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0138	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0139	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0141	S	S	COG1714	Uncharacterized membrane protein YckC, RDD family
MSMEG_0145	S	S	COG3619	Uncharacterized membrane protein YoaK, UPF0700 family
MSMEG_0146c	F	FV	COG3217	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain
MSMEG_0147c	I	I	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily
MSMEG_0148c	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0149c	H	H	COG0422	4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC
MSMEG_0150c	C	C	COG1282	NAD/NADP transhydrogenase beta subunit
MSMEG_0151c	C	C	COG3288	NAD/NADP transhydrogenase alpha subunit
MSMEG_0152c	C	C	COG3288	NAD/NADP transhydrogenase alpha subunit
MSMEG_0153	H	H	COG1893	Ketopantoate reductase
MSMEG_0154	G	G	COG0469	Pyruvate kinase
MSMEG_0155c	T	T	COG2202	PAS domain
MSMEG_0156	K	K	COG0583	DNA-binding transcriptional regulator, LysR family
MSMEG_0157	E	EH	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme
MSMEG_0158	I	I	COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases
MSMEG_0159	C	C	COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)
MSMEG_0160	C	C	COG1894	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)
MSMEG_0161	R	R	COG3383	Predicted molibdopterin-dependent oxidoreductase YjgC
MSMEG_0165	C	C	COG1526	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase
MSMEG_0166c	K	K	COG1802	DNA-binding transcriptional regulator, GntR family
MSMEG_0167c	G	G	COG2271	Sugar phosphate permease
MSMEG_0168	I	I	COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases
MSMEG_0170	G	G	COG2271	Sugar phosphate permease
MSMEG_0171	Q	Q	COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase
MSMEG_0174c	S	S	COG2149	Uncharacterized membrane protein YidH, DUF202 family
MSMEG_0175	E	E	COG0665	Glycine/D-amino acid oxidase (deaminating)
MSMEG_0176	E	ET	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain
MSMEG_0177	E	E	COG0765	ABC-type amino acid transport system, permease component
MSMEG_0178	E	E	COG1126	ABC-type polar amino acid transport system, ATPase component
MSMEG_0179c	K	K	COG1802	DNA-binding transcriptional regulator, GntR family
MSMEG_0180c	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0181	Q	Q	COG2175	Taurine dioxygenase, alpha-ketoglutarate-dependent
MSMEG_0182	H	HR	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold
MSMEG_0184	E	E	COG0405	Gamma-glutamyltranspeptidase
MSMEG_0185c	R	R	COG2409	Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily
MSMEG_0187c	E	E	COG1246	N-acetylglutamate synthase or related acetyltransferase, GNAT family
MSMEG_0188	K	K	COG1846	DNA-binding transcriptional regulator, MarR family
MSMEG_0189c	M	M	COG2377	1,6-Anhydro-N-acetylmuramate kinase
MSMEG_0190c	E	E	COG0591	Na+/proline symporter
MSMEG_0191c	G	G	COG2971	BadF-type ATPase, related to human N-acetylglucosamine kinase
MSMEG_0192	K	K	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains
MSMEG_0193	M	M	COG2103	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase
MSMEG_0195	P	P	COG2072	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD
MSMEG_0196	H	HR	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)
MSMEG_0197c	F	F	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family
MSMEG_0198c	I	I	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
MSMEG_0200	J	J	COG4575	Membrane-anchored ribosome-binding protein ElaB, inhibits growth in stationary phase, YqjD/DUF883 family
MSMEG_0202	X	X	COG3464	Transposase
MSMEG_0206c	M	M	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
MSMEG_0207	K	K	COG1846	DNA-binding transcriptional regulator, MarR family
MSMEG_0208	F	F	COG4290	Guanyl-specific ribonuclease Sa
MSMEG_0211c	L	L	COG0178	Excinuclease UvrABC ATPase subunit
MSMEG_0212c	C	C	COG2764	Zn-dependent glyoxalase, PhnB family
MSMEG_0213c	K	K	COG2207	AraC-type DNA-binding domain and AraC-containing proteins
MSMEG_0214c	G	G	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold
MSMEG_0215c	R	R	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily
MSMEG_0216	I	I	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
MSMEG_0217c	C	C	COG1062	Zn-dependent alcohol/formaldehyde dehydrogenase
MSMEG_0218	R	R	COG3865	Glyoxalase superfamily enzyme, possible 3-demethylubiquinone-9 3-methyltransferase
MSMEG_0219c	K	K	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family
MSMEG_0220	I	I	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily
MSMEG_0224	J	J	COG4122	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM
MSMEG_0225c	R	R	COG2409	Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily
MSMEG_0227	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0228	R	R	COG3899	Predicted ATPase
MSMEG_0228	T	T	COG2114	Adenylate cyclase, class 3
MSMEG_0229c	E	EG	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase
MSMEG_0230	K	K	COG1937	DNA-binding transcriptional regulator, FrmR family
MSMEG_0231c	H	H	COG0011	Thiamin-binding stress-response protein YqgV, UPF0045 family
MSMEG_0232	G	G	COG2814	Predicted arabinose efflux permease AraJ, MFS family
MSMEG_0233	M	M	COG1376	Lipoprotein-anchoring transpeptidase ErfK/SrfK
MSMEG_0234c	O	O	COG3590	Predicted metalloendopeptidase
MSMEG_0238c	R	R	COG1832	Predicted CoA-binding protein
MSMEG_0239c	E	E	COG2873	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent
MSMEG_0241c	R	R	COG2409	Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily
MSMEG_0244	T	TK	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain
MSMEG_0246	T	T	COG0642	Signal transduction histidine kinase
MSMEG_0247c	M	M	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain
MSMEG_0248c	M	M	COG0392	Predicted membrane flippase AglD2/YbhN, UPF0104 family
MSMEG_0249	R	R	COG0628	Predicted PurR-regulated permease PerM
MSMEG_0250c	R	R	COG2409	Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily
MSMEG_0252c	J	J	COG0220	tRNA G46 N7-methylase TrmB
MSMEG_0255	C	C	COG1274	Phosphoenolpyruvate carboxykinase, GTP-dependent
MSMEG_0257	I	I	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)
MSMEG_0258c	C	C	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
MSMEG_0259	I	I	COG1024	Enoyl-CoA hydratase/carnithine racemase
MSMEG_0260	K	K	COG1396	Transcriptional regulator, contains XRE-family HTH domain
MSMEG_0261	I	I	COG2030	Acyl-CoA dehydratase PaaZ
MSMEG_0262	I	I	COG1804	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases
MSMEG_0263	R	R	COG1574	Predicted amidohydrolase YtcJ
MSMEG_0265c	L	L	COG1573	Uracil-DNA glycosylase
MSMEG_0266	E	E	COG1982	Arginine/lysine/ornithine decarboxylase
MSMEG_0267	I	I	COG0657	Acetyl esterase/lipase
MSMEG_0268c	K	K	COG2188	DNA-binding transcriptional regulator, GntR family
MSMEG_0269c	I	I	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
MSMEG_0270c	T	T	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist
MSMEG_0272c	Q	QC	COG4577	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN
MSMEG_0273c	Q	QC	COG4576	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM
MSMEG_0276c	I	I	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
MSMEG_0277c	E	E	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase
MSMEG_0279	E	E	COG0531	Serine transporter YbeC, amino acid:H+ symporter family
MSMEG_0280c	I	I	COG0657	Acetyl esterase/lipase
MSMEG_0281	I	IR	COG2303	Choline dehydrogenase or related flavoprotein
MSMEG_0283	I	I	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
MSMEG_0284c	R	R	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B)
MSMEG_0285c	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0286c	K	K	COG2188	DNA-binding transcriptional regulator, GntR family
MSMEG_0287c	R	R	COG4341	Predicted HD phosphohydrolase
MSMEG_0288	E	E	COG0665	Glycine/D-amino acid oxidase (deaminating)
MSMEG_0289	I	I	COG0657	Acetyl esterase/lipase
MSMEG_0291c	Q	Q	COG2175	Taurine dioxygenase, alpha-ketoglutarate-dependent
MSMEG_0293c	P	PR	COG4638	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit
MSMEG_0294c	I	I	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
MSMEG_0295c	C	C	COG0633	Ferredoxin
MSMEG_0295c	C	C	COG1018	Flavodoxin/ferredoxin--NADP reductase
MSMEG_0296c	K	K	COG1846	DNA-binding transcriptional regulator, MarR family
MSMEG_0297c	Q	Q	COG1228	Imidazolonepropionase or related amidohydrolase
MSMEG_0299c	P	PR	COG4638	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit
MSMEG_0300	G	G	COG2159	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain
MSMEG_0301c	C	C	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase
MSMEG_0302c	I	I	COG0657	Acetyl esterase/lipase
MSMEG_0303	C	CR	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase
MSMEG_0304c	I	I	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)
MSMEG_0305c	I	I	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MSMEG_0306	Q	Q	COG2162	Arylamine N-acetyltransferase
MSMEG_0307	K	K	COG2207	AraC-type DNA-binding domain and AraC-containing proteins
MSMEG_0308	H	H	COG0262	Dihydrofolate reductase
MSMEG_0309c	I	I	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
MSMEG_0311	M	M	COG0438	Glycosyltransferase involved in cell wall bisynthesis
MSMEG_0312c	G	G	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase
MSMEG_0313c	E	EG	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase
MSMEG_0314c	G	G	COG0364	Glucose-6-phosphate 1-dehydrogenase
MSMEG_0316	G	GK	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain
MSMEG_0318c	I	I	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)
MSMEG_0319	M	M	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
MSMEG_0320c	R	R	COG1735	Predicted metal-dependent hydrolase, phosphotriesterase family
MSMEG_0321c	K	K	COG2909	ATP-, maltotriose- and DNA-dependent transcriptional regulator MalT
MSMEG_0321c	R	R	COG3899	Predicted ATPase
MSMEG_0323c	I	I	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
MSMEG_0326	I	I	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)
MSMEG_0327	I	I	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
MSMEG_0329	C	C	COG1853	FMN reductase RutF, DIM6/NTAB family
MSMEG_0330c	T	T	COG2203	GAF domain
MSMEG_0330c	T	TK	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains
MSMEG_0331c	T	T	COG2203	GAF domain
MSMEG_0331c	T	TK	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains
MSMEG_0332	R	R	COG2070	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family
MSMEG_0333	I	I	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component
MSMEG_0334	I	I	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit
MSMEG_0335	I	I	COG1024	Enoyl-CoA hydratase/carnithine racemase
MSMEG_0338	I	I	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
MSMEG_0339	H	HR	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)
MSMEG_0340	I	I	COG1024	Enoyl-CoA hydratase/carnithine racemase
MSMEG_0341c	H	HR	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)
MSMEG_0343c	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0344	M	M	COG0767	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0345	M	M	COG0767	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0346	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0347	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0348	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0349	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0350	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0351	M	M	COG1463	Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla
MSMEG_0356c	R	R	COG2388	Predicted acetyltransferase, GNAT superfamily
MSMEG_0357	G	G	COG2814	Predicted arabinose efflux permease AraJ, MFS family
MSMEG_0358	F	F	COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain
MSMEG_0361	G	G	COG1472	Periplasmic beta-glucosidase and related glycosidases
MSMEG_0362c	G	G	COG2159	5-carboxyvanillate decarboxylase LigW (lignin degradation), amidohydro domain
MSMEG_0363	K	K	COG1309	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA
MSMEG_0365	V	V	COG4842	Secreted virulence factor YukE/EsxA, WXG100 family
MSMEG_0370	S	S	COG4913	Uncharacterized conserved protein, contains a C-terminal ATPase domain
MSMEG_0371c	I	I	COG2030	Acyl-CoA dehydratase PaaZ
MSMEG_0372c	I	I	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family
MSMEG_0373	I	I	COG0183	Acetyl-CoA acetyltransferase
MSMEG_0374c	C	C	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase
MSMEG_0374c	C	C	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase
MSMEG_0375c	I	I	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase
MSMEG_0376	K	K	COG4977	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain
MSMEG_0381	R	R	COG2409	Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily
MSMEG_0382	R	R	COG2409	Predicted lipid transporter YdfJ, MMPL/SSD domain, RND superfamily
MSMEG_0384c	M	M	COG1209	dTDP-glucose pyrophosphorylase
MSMEG_0385	G	G	COG1819	UDP:flavonoid glycosyltransferase YjiC, YdhE family
MSMEG_0386	M	M	COG0451	Nucleoside-diphosphate-sugar epimerase
MSMEG_0387	J	J	COG4122	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM
MSMEG_0389	G	G	COG1819	UDP:flavonoid glycosyltransferase YjiC, YdhE family
MSMEG_0390	M	M	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
MSMEG_0392c	G	G	COG1819	UDP:flavonoid glycosyltransferase YjiC, YdhE family
MSMEG_0393	H	H	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG
MSMEG_0397	X	X	COG3464	Transposase
MSMEG_0399	Q	Q	COG3251	MbtH family protein, regulates adenylation domains of NRPSs
MSMEG_0400	Q	Q	COG1020	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase
MSMEG_0400	Q	Q	COG1020	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase
MSMEG_0400	R	R	COG4908	Uncharacterized conserved protein, contains a NRPS condensation (elongation) domain
MSMEG_0401	Q	Q	COG1020	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase
MSMEG_0402	Q	Q	COG1020	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase
MSMEG_0402	Q	Q	COG1020	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase
MSMEG_0402	Q	Q	COG3320	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs
